SOURCE,SURVERYPERIOD,DATEFORMATTED,SAMPLE,FAVORABLE,UNFAVORABLE,MARGIN,CANDIDATE,DAYS_TO_GENERAL_ELECTION,ELECTION_YEAR,ELECTION_DATE
Quinnipiac,1/20 - 1/25,1/25/2017,1190 RV,39,52,-13,TRUMP,1378,2020,11/3/2020
Quinnipiac,2/2 - 2/6,2/6/2017,1155 RV,43,52,-9,TRUMP,1366,2020,11/3/2020
Quinnipiac,2/16 - 2/21,2/21/2017,1323 RV,39,55,-16,TRUMP,1351,2020,11/3/2020
Quinnipiac,3/2 - 3/6,3/6/2017,1283 RV,43,53,-10,TRUMP,1338,2020,11/3/2020
Quinnipiac,3/16 - 3/21,3/21/2017,1056 RV,36,57,-21,TRUMP,1323,2020,11/3/2020
Quinnipiac,3/30 - 4/3,4/3/2017,1171 RV,36,59,-23,TRUMP,1310,2020,11/3/2020
Quinnipiac,4/12 - 4/18,4/18/2017,1062 RV,39,56,-17,TRUMP,1295,2020,11/3/2020
Quinnipiac,5/4 - 5/9,5/9/2017,1078 RV,35,58,-23,TRUMP,1274,2020,11/3/2020
Quinnipiac,5/17 - 5/23,5/23/2017,1404 RV,37,57,-20,TRUMP,1260,2020,11/3/2020
Quinnipiac,5/31 - 6/6,6/6/2017,1361 RV,35,60,-25,TRUMP,1246,2020,11/3/2020
Quinnipiac,6/22 - 6/27,6/27/2017,1212 RV,41,55,-14,TRUMP,1225,2020,11/3/2020
Quinnipiac,7/27 - 8/1,8/1/2017,1125 RV,34,61,-27,TRUMP,1190,2020,11/3/2020
Quinnipiac,8/9 - 8/15,8/15/2017,1361 RV,39,58,-19,TRUMP,1176,2020,11/3/2020
Quinnipiac,8/17 - 8/22,8/22/2017,1514 RV,36,60,-24,TRUMP,1169,2020,11/3/2020
Quinnipiac,9/21 - 9/26,9/26/2017,1412 RV,36,57,-21,TRUMP,1134,2020,11/3/2020
Quinnipiac,10/5 - 10/10,10/10/2017,1482 RV,39,57,-18,TRUMP,1120,2020,11/3/2020
Quinnipiac,1/12 - 1/16,1/16/2018,1212 RV,38,58,-20,TRUMP,1022,2020,11/3/2020
Quinnipiac,1/12 - 1/16,1/16/2018,1212 RV,48,38,10,BERNIE,1022,2020,11/3/2020
Quinnipiac,2/16 - 2/19,2/19/2018,1249 RV,37,59,-22,TRUMP,988,2020,11/3/2020
Quinnipiac,12/12 - 12/17,12/17/2018,1147 RV,53,33,20,BIDEN,687,2020,11/3/2020
Quinnipiac,12/12 - 12/17,12/17/2018,1147 RV,40,56,-16,TRUMP,687,2020,11/3/2020
Quinnipiac,12/12 - 12/17,12/17/2018,1147 RV,44,42,2,BERNIE,687,2020,11/3/2020
Quinnipiac,1/9 - 1/13,1/13/2019,1209 RV,41,56,-15,TRUMP,660,2020,11/3/2020
Quinnipiac,5/16 - 5/20,5/20/2019,1078 RV,49,39,10,BIDEN,533,2020,11/3/2020
Quinnipiac,5/16 - 5/20,5/20/2019,1078 RV,38,57,-19,TRUMP,533,2020,11/3/2020
Quinnipiac,5/16 - 5/20,5/20/2019,1078 RV,41,48,-7,BERNIE,533,2020,11/3/2020
Quinnipiac,9/19 - 9/23,9/23/2019,1337 RV,38,55,-17,TRUMP,407,2020,11/3/2020
Quinnipiac,10/11 - 10/13,10/13/2019,1195 RV,41,43,-2,BIDEN,387,2020,11/3/2020
Quinnipiac,10/11 - 10/13,10/13/2019,1195 RV,39,56,-17,TRUMP,387,2020,11/3/2020
Quinnipiac,10/11 - 10/13,10/13/2019,1195 RV,39,47,-8,BERNIE,387,2020,11/3/2020
Quinnipiac,12/4 - 12/9,12/9/2019,1553 RV,44,47,-3,BIDEN,330,2020,11/3/2020
Quinnipiac,12/4 - 12/9,12/9/2019,1553 RV,40,57,-17,TRUMP,330,2020,11/3/2020
Quinnipiac,12/4 - 12/9,12/9/2019,1553 RV,44,48,-4,BERNIE,330,2020,11/3/2020
Quinnipiac,2/5 - 2/9,2/9/2020,1519 RV,44,49,-5,BERNIE,268,2020,11/3/2020
Quinnipiac,2/5 - 2/9,2/9/2020,1519 RV,43,50,-7,BIDEN,268,2020,11/3/2020
Quinnipiac,2/5 - 2/9,2/9/2020,1519 RV,42,55,-13,TRUMP,268,2020,11/3/2020
Quinnipiac,3/5 - 3/8,3/8/2020,1261 RV,39,58,-19,TRUMP,240,2020,11/3/2020
Quinnipiac,3/5 - 3/8,3/8/2020,1261 RV,45,40,5,BIDEN,240,2020,11/3/2020
Quinnipiac,3/5 - 3/8,3/8/2020,1261 RV,40,46,-6,BERNIE,240,2020,11/3/2020
Rasmussen Reports,1/13 - 1/14,1/14/2009,1000 LV,56,42,14,HRC,2855,2016,11/8/2016
Rasmussen Reports,4/19 - 4/20,4/20/2009,1000 LV,56,42,14,HRC,2759,2016,11/8/2016
Rasmussen Reports,7/30 - 7/31,7/31/2009,1000 LV,53,43,10,HRC,2657,2016,11/8/2016
Rasmussen Reports,10/30 - 10/31,10/31/2009,1000 LV,54,43,11,HRC,2565,2016,11/8/2016
Rasmussen Reports,11/23 - 11/23,11/23/2009,1000 LV,57,40,17,HRC,2542,2016,11/8/2016
Rasmussen Reports,1/14 - 1/15,1/15/2010,1000 LV,58,41,17,HRC,2489,2016,11/8/2016
Rasmussen Reports,2/6 - 2/7,2/7/2011,1000 LV,60,35,25,HRC,2101,2016,11/8/2016
Rasmussen Reports,3/26 - 3/27,3/27/2011,1000 LV,55,38,17,HRC,2053,2016,11/8/2016
Rasmussen Reports,6/24 - 6/25,6/25/2011,1000 LV,57,39,18,HRC,1963,2016,11/8/2016
Rasmussen Reports,9/16 - 9/17,9/17/2011,1000 LV,59,36,23,HRC,1879,2016,11/8/2016
Rasmussen Reports,11/30 - 12/1,12/1/2011,1000 LV,58,38,20,HRC,1804,2016,11/8/2016
Rasmussen Reports,2/8 - 2/9,2/9/2012,1000 LV,62,37,25,HRC,1734,2016,11/8/2016
Rasmussen Reports,4/20 - 4/21,4/21/2012,1000 LV,53,42,11,HRC,1662,2016,11/8/2016
Rasmussen Reports,7/1 - 7/2,7/2/2012,1000 LV,56,39,17,HRC,1590,2016,11/8/2016
Rasmussen Reports,11/14 - 11/14,11/14/2012,1000 LV,56,40,16,HRC,1455,2016,11/8/2016
Rasmussen Reports,4/13 - 4/14,4/14/2014,1000 LV,51,44,7,HRC,939,2016,11/8/2016
Rasmussen Reports,9/23 - 9/24,9/24/2014,1000 LV,53,45,8,HRC,776,2016,11/8/2016
Rasmussen Reports,3/16 - 3/17,3/17/2015,1000 LV,48,49,-1,HRC,602,2016,11/8/2016
Rasmussen Reports,4/13 - 4/14,4/14/2015,1000 LV,47,47,0,HRC,574,2016,11/8/2016
Rasmussen Reports,5/3 - 5/4,5/4/2015,1000 LV,29,27,2,BERNIE,554,2016,11/8/2016
Rasmussen Reports,6/12 - 6/13,6/13/2016,1000 LV,38,59,-21,HRC,148,2016,11/8/2016
Rasmussen Reports,6/12 - 6/13,6/13/2016,1000 LV,37,61,-24,TRUMP,148,2016,11/8/2016
Rasmussen Reports,12/22 - 12/22,12/22/2016,1000 LV,51,47,4,TRUMP,1412,2020,11/3/2020
Rasmussen Reports,1/17 - 1/18,1/18/2017,1000 LV,52,48,4,TRUMP,1385,2020,11/3/2020
Reuters/Ipsos,6/11 - 6/15,6/15/2016,1323 RV,47,53,-6,HRC,146,2016,11/8/2016
Reuters/Ipsos,6/11 - 6/15,6/15/2016,1323 RV,41,59,-18,TRUMP,146,2016,11/8/2016
Reuters/Ipsos,6/18 - 6/22,6/22/2016,1585 A,47,53,-6,HRC,139,2016,11/8/2016
Reuters/Ipsos,6/18 - 6/22,6/22/2016,1585 A,42,58,-16,TRUMP,139,2016,11/8/2016
Reuters/Ipsos,6/25 - 6/29,6/29/2016,1543 A,46,56,-10,HRC,132,2016,11/8/2016
Reuters/Ipsos,6/25 - 6/29,6/29/2016,1543 A,39,61,-22,TRUMP,132,2016,11/8/2016
Reuters/Ipsos,7/2 - 7/6,7/6/2016,1543 A,45,55,-10,HRC,125,2016,11/8/2016
Reuters/Ipsos,7/2 - 7/6,7/6/2016,1543 A,41,59,-18,TRUMP,125,2016,11/8/2016
Reuters/Ipsos,7/16 - 7/20,7/20/2016,1522 A,46,54,-8,HRC,111,2016,11/8/2016
Reuters/Ipsos,7/16 - 7/20,7/20/2016,1522 A,43,57,-14,TRUMP,111,2016,11/8/2016
Reuters/Ipsos,7/25 - 7/29,7/29/2016,1290 RV,43,57,-14,HRC,102,2016,11/8/2016
Reuters/Ipsos,7/25 - 7/29,7/29/2016,1290 RV,43,57,-14,TRUMP,102,2016,11/8/2016
Reuters/Ipsos,7/30 - 8/3,8/3/2016,1375 RV,50,50,0,HRC,97,2016,11/8/2016
Reuters/Ipsos,7/30 - 8/3,8/3/2016,1375 RV,44,56,-12,TRUMP,97,2016,11/8/2016
Reuters/Ipsos,8/6 - 8/10,8/10/2016,1248 RV,50,50,0,HRC,90,2016,11/8/2016
Reuters/Ipsos,8/6 - 8/10,8/10/2016,1248 RV,38,62,-24,TRUMP,90,2016,11/8/2016
Reuters/Ipsos,8/13 - 8/17,8/17/2016,1354 RV,46,54,-8,HRC,83,2016,11/8/2016
Reuters/Ipsos,8/13 - 8/17,8/17/2016,1354 RV,38,62,-24,TRUMP,83,2016,11/8/2016
Reuters/Ipsos,8/20 - 8/24,8/24/2016,1276 RV,47,53,-6,HRC,76,2016,11/8/2016
Reuters/Ipsos,8/20 - 8/24,8/24/2016,1276 RV,43,57,-14,TRUMP,76,2016,11/8/2016
Reuters/Ipsos,8/25 - 8/29,8/29/2016,1946 A,46,54,-8,HRC,71,2016,11/8/2016
Reuters/Ipsos,8/25 - 8/29,8/29/2016,1946 A,44,56,-12,TRUMP,71,2016,11/8/2016
Reuters/Ipsos,9/1 - 9/5,9/5/2016,1760 A,45,55,-10,HRC,64,2016,11/8/2016
Reuters/Ipsos,9/1 - 9/5,9/5/2016,1760 A,43,57,-14,TRUMP,64,2016,11/8/2016
Reuters/Ipsos,9/8 - 9/12,9/12/2016,1752 A,44,56,-12,HRC,57,2016,11/8/2016
Reuters/Ipsos,9/8 - 9/12,9/12/2016,1752 A,43,57,-14,TRUMP,57,2016,11/8/2016
Reuters/Ipsos,9/15 - 9/19,9/19/2016,1457 RV,45,55,-10,HRC,50,2016,11/8/2016
Reuters/Ipsos,9/15 - 9/19,9/19/2016,1457 RV,42,58,-16,TRUMP,50,2016,11/8/2016
Reuters/Ipsos,9/22 - 9/26,9/26/2016,1411 RV,49,51,-2,HRC,43,2016,11/8/2016
Reuters/Ipsos,9/22 - 9/26,9/26/2016,1411 RV,43,57,-14,TRUMP,43,2016,11/8/2016
Reuters/Ipsos,9/29 - 10/3,10/3/2016,1669 RV,50,50,0,HRC,36,2016,11/8/2016
Reuters/Ipsos,9/29 - 10/3,10/3/2016,1669 RV,44,56,-12,TRUMP,36,2016,11/8/2016
Reuters/Ipsos,10/6 - 10/10,10/10/2016,3094 RV,50,50,0,HRC,29,2016,11/8/2016
Reuters/Ipsos,10/6 - 10/10,10/10/2016,3094 RV,41,59,-18,TRUMP,29,2016,11/8/2016
Reuters/Ipsos,10/13 - 10/17,10/17/2016,1501 RV,49,51,-2,HRC,22,2016,11/8/2016
Reuters/Ipsos,10/13 - 10/17,10/17/2016,1501 RV,42,58,-16,TRUMP,22,2016,11/8/2016
Reuters/Ipsos,10/20 - 10/24,10/24/2016,1506 RV,47,53,-6,HRC,15,2016,11/8/2016
Reuters/Ipsos,10/20 - 10/24,10/24/2016,1506 RV,39,61,-22,TRUMP,15,2016,11/8/2016
Reuters/Ipsos,10/29 - 11/2,11/2/2016,2357 RV,51,49,2,HRC,6,2016,11/8/2016
Reuters/Ipsos,10/29 - 11/2,11/2/2016,2357 RV,45,55,-10,TRUMP,6,2016,11/8/2016
Reuters/Ipsos,10/30 - 11/3,11/3/2016,2021 LV,51,49,2,HRC,5,2016,11/8/2016
Reuters/Ipsos,10/30 - 11/3,11/3/2016,2021 LV,44,56,-12,TRUMP,5,2016,11/8/2016
Reuters/Ipsos,11/2 - 11/6,11/6/2016,2196 LV,49,51,-2,HRC,2,2016,11/8/2016
Reuters/Ipsos,11/2 - 11/6,11/6/2016,2196 LV,43,57,-14,TRUMP,2,2016,11/8/2016
Reuters/Ipsos,11/11 - 11/15,11/15/2016,1761 A,48,52,-4,TRUMP,1449,2020,11/3/2020
Reuters/Ipsos,11/18 - 11/22,11/22/2016,1645 A,48,52,-4,TRUMP,1442,2020,11/3/2020
Reuters/Ipsos,11/25 - 11/29,11/29/2016,1704 A,48,52,-4,TRUMP,1435,2020,11/3/2020
Reuters/Ipsos,12/2 - 12/6,12/6/2016,1716 A,52,48,4,TRUMP,1428,2020,11/3/2020
Reuters/Ipsos,12/9 - 12/13,12/13/2016,1208 A,46,54,-8,TRUMP,1421,2020,11/3/2020
Reuters/Ipsos,12/16 - 12/20,12/20/2016,2065 A,52,48,4,TRUMP,1414,2020,11/3/2020
Reuters/Ipsos,12/30 - 1/3,1/3/2017,1961 A,50,50,0,TRUMP,1400,2020,11/3/2020
Reuters/Ipsos,1/6 - 1/10,1/10/2017,1787 A,48,52,-4,TRUMP,1393,2020,11/3/2020
Reuters/Ipsos,1/13 - 1/17,1/17/2017,2070 A,50,50,0,TRUMP,1386,2020,11/3/2020
Reuters/Ipsos,3/31 - 4/4,4/4/2017,2149 A,50,50,0,TRUMP,1309,2020,11/3/2020
Reuters/Ipsos,4/13 - 4/17,4/17/2017,1843 A,47,53,-6,TRUMP,1296,2020,11/3/2020
Reuters/Ipsos,4/21 - 4/25,4/25/2017,2165 A,47,53,-6,TRUMP,1288,2020,11/3/2020
Reuters/Ipsos,5/5 - 5/9,5/9/2017,1830 A,47,53,-6,TRUMP,1274,2020,11/3/2020
Reuters/Ipsos,5/12 - 5/16,5/16/2017,1868 A,45,55,-10,TRUMP,1267,2020,11/3/2020
The Atlantic/PRRI,3/30 - 4/3,4/3/2016,2033 A,40,54,-14,HRC,219,2016,11/8/2016
The Atlantic/PRRI,3/30 - 4/3,4/3/2016,2033 A,24,70,-46,TRUMP,219,2016,11/8/2016
The Atlantic/PRRI,3/30 - 4/3,4/3/2016,2033 A,47,41,6,BERNIE,219,2016,11/8/2016
Economist/YouGov,4/27 - 4/29,4/29/2013,1000 A,53,38,15,HRC,1289,2016,11/8/2016
Economist/YouGov,5/4 - 5/6,5/6/2013,1000 A,57,34,23,HRC,1282,2016,11/8/2016
Economist/YouGov,5/11 - 5/13,5/13/2013,1000 A,54,37,17,HRC,1275,2016,11/8/2016
Economist/YouGov,5/18 - 5/20,5/20/2013,1000 A,51,40,11,HRC,1268,2016,11/8/2016
Economist/YouGov,5/25 - 5/27,5/27/2013,1000 A,50,44,6,HRC,1261,2016,11/8/2016
Economist/YouGov,6/1 - 6/3,6/3/2013,1000 A,52,43,9,HRC,1254,2016,11/8/2016
Economist/YouGov,6/8 - 6/10,6/10/2013,1000 A,50,41,9,HRC,1247,2016,11/8/2016
Economist/YouGov,6/15 - 6/17,6/17/2013,1000 A,54,38,16,HRC,1240,2016,11/8/2016
Economist/YouGov,6/22 - 6/24,6/24/2013,1000 A,54,40,14,HRC,1233,2016,11/8/2016
Economist/YouGov,6/29 - 7/1,7/1/2013,1000 A,52,40,12,HRC,1226,2016,11/8/2016
Economist/YouGov,7/6 - 7/8,7/8/2013,1000 A,50,39,11,HRC,1219,2016,11/8/2016
Economist/YouGov,7/13 - 7/15,7/15/2013,1000 A,53,41,12,HRC,1212,2016,11/8/2016
Economist/YouGov,7/20 - 7/22,7/22/2013,1000 A,49,45,4,HRC,1205,2016,11/8/2016
Economist/YouGov,7/27 - 7/29,7/29/2013,1000 A,49,40,9,HRC,1198,2016,11/8/2016
Economist/YouGov,8/3 - 8/5,8/5/2013,1000 A,53,44,9,HRC,1191,2016,11/8/2016
Economist/YouGov,8/10 - 8/12,8/12/2013,1000 A,51,42,9,HRC,1184,2016,11/8/2016
Economist/YouGov,8/17 - 8/19,8/19/2013,1000 A,54,40,14,HRC,1177,2016,11/8/2016
Economist/YouGov,8/24 - 8/26,8/26/2013,1000 A,50,42,8,HRC,1170,2016,11/8/2016
Economist/YouGov,8/31 - 9/2,9/2/2013,1000 A,53,40,13,HRC,1163,2016,11/8/2016
Economist/YouGov,9/7 - 9/9,9/9/2013,1000 A,50,42,8,HRC,1156,2016,11/8/2016
Economist/YouGov,9/14 - 9/16,9/16/2013,1000 A,48,40,8,HRC,1149,2016,11/8/2016
Economist/YouGov,9/21 - 9/23,9/23/2013,1000 A,47,44,3,HRC,1142,2016,11/8/2016
Economist/YouGov,9/28 - 9/30,9/30/2013,1000 A,51,41,10,HRC,1135,2016,11/8/2016
Economist/YouGov,10/5 - 10/7,10/7/2013,1000 A,53,38,15,HRC,1128,2016,11/8/2016
Economist/YouGov,10/12 - 10/14,10/14/2013,1000 A,50,43,7,HRC,1121,2016,11/8/2016
Economist/YouGov,10/19 - 10/21,10/21/2013,1000 A,52,40,12,HRC,1114,2016,11/8/2016
Economist/YouGov,10/26 - 10/28,10/28/2013,1000 A,48,42,6,HRC,1107,2016,11/8/2016
Economist/YouGov,11/2 - 11/4,11/4/2013,1000 A,46,43,3,HRC,1100,2016,11/8/2016
Economist/YouGov,11/9 - 11/11,11/11/2013,1000 A,50,39,11,HRC,1093,2016,11/8/2016
Economist/YouGov,11/16 - 11/18,11/18/2013,1000 A,46,42,4,HRC,1086,2016,11/8/2016
Economist/YouGov,11/23 - 11/25,11/25/2013,1000 A,46,48,-2,HRC,1079,2016,11/8/2016
Economist/YouGov,11/30 - 12/2,12/2/2013,1000 A,49,44,5,HRC,1072,2016,11/8/2016
Economist/YouGov,12/7 - 12/9,12/9/2013,1000 A,48,47,1,HRC,1065,2016,11/8/2016
Economist/YouGov,12/14 - 12/16,12/16/2013,1000 A,48,45,3,HRC,1058,2016,11/8/2016
Economist/YouGov,12/21 - 12/23,12/23/2013,1000 A,50,48,2,HRC,1051,2016,11/8/2016
Economist/YouGov,12/28 - 12/30,12/30/2013,1000 A,47,44,3,HRC,1044,2016,11/8/2016
Economist/YouGov,1/4 - 1/6,1/6/2014,1000 A,53,42,11,HRC,1037,2016,11/8/2016
Economist/YouGov,1/11 - 1/13,1/13/2014,1000 A,52,42,10,HRC,1030,2016,11/8/2016
Economist/YouGov,1/18 - 1/20,1/20/2014,1000 A,48,45,3,HRC,1023,2016,11/8/2016
Economist/YouGov,1/25 - 1/27,1/27/2014,1000 A,54,41,13,HRC,1016,2016,11/8/2016
Economist/YouGov,2/1 - 2/3,2/3/2014,1000 A,49,45,4,HRC,1009,2016,11/8/2016
Economist/YouGov,2/8 - 2/10,2/10/2014,1000 A,50,42,8,HRC,1002,2016,11/8/2016
Economist/YouGov,2/15 - 2/17,2/17/2014,1000 A,48,45,3,HRC,995,2016,11/8/2016
Economist/YouGov,2/22 - 2/24,2/24/2014,1000 A,49,44,5,HRC,988,2016,11/8/2016
Economist/YouGov,3/8 - 3/10,3/10/2014,1000 A,53,41,12,HRC,974,2016,11/8/2016
Economist/YouGov,4/5 - 4/7,4/7/2014,1000 A,52,41,11,HRC,946,2016,11/8/2016
Economist/YouGov,4/12 - 4/14,4/14/2014,1000 A,50,43,7,HRC,939,2016,11/8/2016
Economist/YouGov,4/19 - 4/21,4/21/2014,1000 A,50,42,8,HRC,932,2016,11/8/2016
Economist/YouGov,4/26 - 4/28,4/28/2014,1000 A,54,41,13,HRC,925,2016,11/8/2016
Economist/YouGov,5/3 - 5/5,5/5/2014,1000 A,49,41,8,HRC,918,2016,11/8/2016
Economist/YouGov,5/10 - 5/12,5/12/2014,1000 A,50,45,5,HRC,911,2016,11/8/2016
Economist/YouGov,6/7 - 6/9,6/9/2014,1000 A,49,44,5,HRC,883,2016,11/8/2016
Economist/YouGov,6/14 - 6/16,6/16/2014,1000 A,46,49,-3,HRC,876,2016,11/8/2016
Economist/YouGov,6/21 - 6/23,6/23/2014,1000 A,50,46,4,HRC,869,2016,11/8/2016
Economist/YouGov,6/28 - 6/30,6/30/2014,1000 A,51,42,9,HRC,862,2016,11/8/2016
Economist/YouGov,7/5 - 7/7,7/7/2014,1000 A,51,43,8,HRC,855,2016,11/8/2016
Economist/YouGov,7/12 - 7/14,7/14/2014,1000 A,46,45,1,HRC,848,2016,11/8/2016
Economist/YouGov,7/19 - 7/21,7/21/2014,1000 A,51,43,8,HRC,841,2016,11/8/2016
Economist/YouGov,7/26 - 7/28,7/28/2014,1000 A,49,42,7,HRC,834,2016,11/8/2016
Economist/YouGov,8/2 - 8/4,8/4/2014,1000 A,49,44,5,HRC,827,2016,11/8/2016
Economist/YouGov,8/9 - 8/11,8/11/2014,1000 A,52,40,12,HRC,820,2016,11/8/2016
Economist/YouGov,8/23 - 8/25,8/25/2014,1000 A,46,48,-2,HRC,806,2016,11/8/2016
Economist/YouGov,8/30 - 9/1,9/1/2014,1000 A,51,42,9,HRC,799,2016,11/8/2016
Economist/YouGov,9/6 - 9/8,9/8/2014,1000 A,50,42,8,HRC,792,2016,11/8/2016
Economist/YouGov,9/13 - 9/15,9/15/2014,1000 A,49,44,5,HRC,785,2016,11/8/2016
Economist/YouGov,9/20 - 9/22,9/22/2014,1000 A,52,40,12,HRC,778,2016,11/8/2016
Economist/YouGov,9/27 - 9/29,9/29/2014,1000 A,50,42,8,HRC,771,2016,11/8/2016
Economist/YouGov,10/4 - 10/6,10/6/2014,1000 A,52,42,10,HRC,764,2016,11/8/2016
Economist/YouGov,10/11 - 10/13,10/13/2014,1000 A,51,40,11,HRC,757,2016,11/8/2016
Economist/YouGov,10/18 - 10/20,10/20/2014,1000 A,46,45,1,HRC,750,2016,11/8/2016
Economist/YouGov,10/18 - 10/20,10/20/2014,1000 A,18,25,-7,BERNIE,750,2016,11/8/2016
Economist/YouGov,10/25 - 10/27,10/27/2014,1000 A,47,43,4,HRC,743,2016,11/8/2016
Economist/YouGov,10/25 - 10/27,10/27/2014,1000 A,18,23,-5,BERNIE,743,2016,11/8/2016
Economist/YouGov,11/1 - 11/3,11/3/2014,1000 A,49,43,6,HRC,736,2016,11/8/2016
Economist/YouGov,11/1 - 11/3,11/3/2014,1000 A,21,24,-3,BERNIE,736,2016,11/8/2016
Economist/YouGov,11/8 - 11/10,11/10/2014,1000 A,47,46,1,HRC,729,2016,11/8/2016
Economist/YouGov,11/8 - 11/10,11/10/2014,1000 A,19,24,-5,BERNIE,729,2016,11/8/2016
Economist/YouGov,11/15 - 11/17,11/17/2014,1000 A,48,44,4,HRC,722,2016,11/8/2016
Economist/YouGov,11/15 - 11/17,11/17/2014,1000 A,21,25,-4,BERNIE,722,2016,11/8/2016
Economist/YouGov,11/22 - 11/24,11/24/2014,1000 A,43,47,-4,HRC,715,2016,11/8/2016
Economist/YouGov,11/22 - 11/24,11/24/2014,1000 A,20,22,-2,BERNIE,715,2016,11/8/2016
Economist/YouGov,11/29 - 12/1,12/1/2014,1000 A,46,47,-1,HRC,708,2016,11/8/2016
Economist/YouGov,11/29 - 12/1,12/1/2014,1000 A,21,24,-3,BERNIE,708,2016,11/8/2016
Economist/YouGov,12/6 - 12/8,12/8/2014,1000 A,51,41,10,HRC,701,2016,11/8/2016
Economist/YouGov,12/6 - 12/8,12/8/2014,1000 A,22,23,-1,BERNIE,701,2016,11/8/2016
Economist/YouGov,12/13 - 12/15,12/15/2014,1000 A,45,48,-3,HRC,694,2016,11/8/2016
Economist/YouGov,12/13 - 12/15,12/15/2014,1000 A,21,28,-7,BERNIE,694,2016,11/8/2016
Economist/YouGov,12/20 - 12/22,12/22/2014,1000 A,47,45,2,HRC,687,2016,11/8/2016
Economist/YouGov,12/20 - 12/22,12/22/2014,1000 A,23,26,-3,BERNIE,687,2016,11/8/2016
Economist/YouGov,12/27 - 12/29,12/29/2014,1000 A,46,48,-2,HRC,680,2016,11/8/2016
Economist/YouGov,12/27 - 12/29,12/29/2014,1000 A,25,25,0,BERNIE,680,2016,11/8/2016
Economist/YouGov,1/3 - 1/5,1/5/2015,1000 A,46,46,0,HRC,673,2016,11/8/2016
Economist/YouGov,1/3 - 1/5,1/5/2015,1000 A,22,23,-1,BERNIE,673,2016,11/8/2016
Economist/YouGov,1/10 - 1/12,1/12/2015,1000 A,48,45,3,HRC,666,2016,11/8/2016
Economist/YouGov,1/10 - 1/12,1/12/2015,1000 A,23,23,0,BERNIE,666,2016,11/8/2016
Economist/YouGov,1/17 - 1/19,1/19/2015,1000 A,47,45,2,HRC,659,2016,11/8/2016
Economist/YouGov,1/17 - 1/19,1/19/2015,1000 A,18,25,-7,BERNIE,659,2016,11/8/2016
Economist/YouGov,1/24 - 1/26,1/26/2015,1000 A,48,45,3,HRC,652,2016,11/8/2016
Economist/YouGov,1/24 - 1/26,1/26/2015,1000 A,21,25,-4,BERNIE,652,2016,11/8/2016
Economist/YouGov,1/31 - 2/2,2/2/2015,1000 A,47,45,2,HRC,645,2016,11/8/2016
Economist/YouGov,1/31 - 2/2,2/2/2015,1000 A,20,22,-2,BERNIE,645,2016,11/8/2016
Economist/YouGov,2/7 - 2/9,2/9/2015,1000 A,50,46,4,HRC,638,2016,11/8/2016
Economist/YouGov,2/7 - 2/9,2/9/2015,1000 A,20,22,-2,BERNIE,638,2016,11/8/2016
Economist/YouGov,2/14 - 2/16,2/16/2015,1000 A,48,45,3,HRC,631,2016,11/8/2016
Economist/YouGov,2/14 - 2/16,2/16/2015,1000 A,22,21,1,BERNIE,631,2016,11/8/2016
Economist/YouGov,2/21 - 2/23,2/23/2015,1000 A,48,46,2,HRC,624,2016,11/8/2016
Economist/YouGov,2/21 - 2/23,2/23/2015,1000 A,20,20,0,BERNIE,624,2016,11/8/2016
Economist/YouGov,2/28 - 3/2,3/2/2015,1000 A,52,44,8,HRC,617,2016,11/8/2016
Economist/YouGov,2/28 - 3/2,3/2/2015,1000 A,25,22,3,BERNIE,617,2016,11/8/2016
Economist/YouGov,3/14 - 3/16,3/16/2015,1000 A,47,48,-1,HRC,603,2016,11/8/2016
Economist/YouGov,3/14 - 3/16,3/16/2015,1000 A,24,22,2,BERNIE,603,2016,11/8/2016
Economist/YouGov,3/21 - 3/23,3/23/2015,1000 A,49,43,6,HRC,596,2016,11/8/2016
Economist/YouGov,3/21 - 3/23,3/23/2015,1000 A,22,21,1,BERNIE,596,2016,11/8/2016
Economist/YouGov,3/28 - 3/30,3/30/2015,1000 A,50,47,3,HRC,589,2016,11/8/2016
Economist/YouGov,3/28 - 3/30,3/30/2015,1000 A,24,22,2,BERNIE,589,2016,11/8/2016
Economist/YouGov,4/4 - 4/6,4/6/2015,1000 A,44,52,-8,HRC,582,2016,11/8/2016
Economist/YouGov,4/4 - 4/6,4/6/2015,1000 A,20,27,-7,BERNIE,582,2016,11/8/2016
Economist/YouGov,4/11 - 4/13,4/13/2015,1000 A,51,45,6,HRC,575,2016,11/8/2016
Economist/YouGov,4/11 - 4/13,4/13/2015,1000 A,22,28,-6,BERNIE,575,2016,11/8/2016
Economist/YouGov,4/18 - 4/20,4/20/2015,1000 A,46,48,-2,HRC,568,2016,11/8/2016
Economist/YouGov,4/18 - 4/20,4/20/2015,1000 A,22,28,-6,BERNIE,568,2016,11/8/2016
Economist/YouGov,4/25 - 4/27,4/27/2015,1000 A,46,50,-4,HRC,561,2016,11/8/2016
Economist/YouGov,4/25 - 4/27,4/27/2015,1000 A,21,25,-4,BERNIE,561,2016,11/8/2016
Economist/YouGov,5/16 - 5/18,5/18/2015,1000 A,47,47,0,HRC,540,2016,11/8/2016
Economist/YouGov,5/16 - 5/18,5/18/2015,1000 A,26,31,-5,BERNIE,540,2016,11/8/2016
Economist/YouGov,5/23 - 5/25,5/25/2015,1000 A,47,47,0,HRC,533,2016,11/8/2016
